lead_id,created_date,source,course_interest,city,total_calls,total_whatsapp_messages,total_emails,email_opened,whatsapp_replied,form_completion_percentage,response_time_hours,days_since_last_interaction,current_stage,days_in_inquiry_stage,days_in_engagement_stage,days_in_application_stage,days_in_verification_stage,counselor_id,converted,days_to_convert
LEAD01180,2024-09-08,walk_in,B.Com,Delhi,0,3,0,0,0,5,56.2,18,inquiry,13,2,2,6,C003,0,
LEAD01181,2025-06-16,referral,MBA,Bangalore,3,2,0,0,0,17,,10,inquiry,11,2,2,4,C003,0,
LEAD01182,2024-06-20,website,MBA,Chennai,1,5,0,0,1,21,59.9,26,application,11,14,8,3,C009,1,79
LEAD01183,2024-03-05,google_ads,BBA,Pune,3,7,4,1,1,67,,11,engagement,7,5,10,5,C009,0,
LEAD01184,2023-07-17,referral,BBA,Mumbai,5,5,0,0,0,51,34.2,12,inquiry,2,1,6,1,C009,0,
LEAD01185,2024-10-01,referral,MBA,Pune,4,9,3,0,1,25,30.5,8,payment,8,5,4,5,C010,1,63
LEAD01186,2023-01-07,walk_in,B.Com,Pune,4,5,1,1,0,41,,11,payment,2,0,4,7,C001,1,45
LEAD01187,2024-06-18,google_ads,MBA,Pune,4,4,1,0,1,62,65.0,21,inquiry,14,5,9,5,C002,0,
LEAD01188,2023-09-03,referral,B.Com,Chennai,2,7,1,1,1,54,0.8,25,verification,6,6,8,3,C009,1,9
LEAD01189,2023-05-04,walk_in,B.Tech CS,Delhi,5,5,3,1,0,9,14.0,2,application,10,12,9,0,C010,0,
LEAD01190,2025-12-06,google_ads,M.Tech,Mumbai,4,0,2,1,0,22,36.7,6,admission,0,10,0,5,C006,1,56
LEAD01191,2025-05-11,google_ads,BBA,Mumbai,0,2,1,1,1,55,63.1,22,application,6,9,2,5,C009,1,67
LEAD01192,2023-08-12,walk_in,BBA,Delhi,4,8,0,0,1,32,71.3,13,application,11,2,6,5,C002,0,
LEAD01193,2025-11-14,google_ads,M.Tech,Pune,5,10,2,1,1,12,,28,admission,13,1,9,1,C003,1,9
LEAD01194,2025-01-15,facebook,B.Tech CS,Chennai,0,0,1,1,0,22,43.0,21,inquiry,9,15,4,6,C010,0,
LEAD01195,2025-10-18,walk_in,M.Tech,Mumbai,0,8,2,1,0,58,68.1,18,inquiry,9,4,2,0,C005,0,
LEAD01196,2025-09-24,google_ads,BBA,Mumbai,1,4,2,0,0,20,,24,inquiry,3,10,6,6,C004,0,
LEAD01197,2024-06-24,walk_in,B.Tech CS,Chennai,3,1,3,1,0,27,18.5,9,inquiry,19,0,8,6,C008,0,
LEAD01198,2025-07-18,google_ads,B.Tech CS,Delhi,5,2,0,0,0,15,40.6,22,inquiry,5,3,0,1,C008,0,
LEAD01199,2023-12-12,referral,MBA,Delhi,3,3,2,1,0,32,47.6,20,inquiry,9,1,10,3,C003,0,
LEAD01200,2024-04-14,walk_in,B.Tech CS,Hyderabad,4,0,2,1,0,64,40.6,19,verification,1,9,1,2,C003,0,
LEAD01201,2024-09-04,walk_in,B.Tech CS,Chennai,0,0,1,0,0,38,37.7,10,verification,18,13,1,2,C007,0,
LEAD01202,2023-08-22,walk_in,B.Tech CS,Hyderabad,2,5,4,0,0,38,42.0,13,engagement,10,15,3,0,C008,0,
LEAD01203,2025-06-20,google_ads,B.Tech CS,Pune,4,1,1,0,1,37,13.8,5,inquiry,20,6,9,2,C005,0,
LEAD01204,2023-10-06,website,B.Tech CS,Bangalore,2,1,2,1,0,23,,25,application,17,3,2,7,C009,0,
LEAD01205,2025-06-10,walk_in,B.Com,Mumbai,3,3,0,0,1,12,,6,inquiry,19,0,8,5,C007,1,58
LEAD01206,2025-11-23,referral,BBA,Mumbai,3,0,0,0,0,0,39.5,13,verification,12,8,9,3,C003,0,
LEAD01207,2025-07-24,facebook,MBA,Bangalore,1,1,0,0,0,16,24.8,9,inquiry,14,15,10,4,C010,0,
LEAD01208,2023-11-09,website,MBA,Mumbai,3,2,0,0,1,17,,13,inquiry,6,1,7,2,C005,0,
LEAD01209,2025-06-28,google_ads,M.Tech,Hyderabad,6,5,3,0,0,8,57.7,25,engagement,13,4,6,1,C010,0,
LEAD01210,2024-06-21,google_ads,BBA,Mumbai,3,7,2,1,0,0,38.1,9,application,6,12,7,5,C010,1,65
LEAD01211,2024-01-06,referral,M.Tech,Chennai,0,0,2,1,0,41,34.3,0,verification,11,7,2,1,C003,0,
LEAD01212,2024-12-03,website,B.Tech CS,Delhi,4,12,2,1,0,68,53.1,23,payment,10,3,3,2,C007,1,88
LEAD01213,2025-09-26,google_ads,M.Tech,Mumbai,5,8,1,0,0,55,64.2,28,inquiry,18,1,1,7,C002,0,
LEAD01214,2023-05-18,google_ads,B.Tech CS,Delhi,5,5,3,1,1,31,41.4,18,inquiry,20,1,3,7,C003,0,
LEAD01215,2025-07-01,website,MBA,Bangalore,0,2,0,0,1,29,50.8,2,inquiry,17,12,10,3,C004,0,
LEAD01216,2025-11-17,referral,MBA,Delhi,0,0,0,0,0,11,27.2,14,inquiry,7,8,2,6,C004,0,
LEAD01217,2023-06-06,google_ads,B.Tech CS,Delhi,4,0,1,1,0,31,55.0,6,enrollment,11,10,8,5,C010,1,66
LEAD01218,2025-02-28,referral,B.Com,Hyderabad,3,2,0,0,1,9,59.2,24,inquiry,2,14,6,6,C002,0,
LEAD01219,2024-01-26,google_ads,MBA,Delhi,6,5,3,0,1,52,,9,verification,15,8,4,2,C008,0,
LEAD01220,2024-04-03,facebook,B.Tech CS,Chennai,1,1,0,0,1,13,57.1,4,inquiry,7,5,10,1,C008,0,
LEAD01221,2024-11-26,facebook,B.Com,Pune,8,12,5,1,1,93,28.4,24,admission,16,0,2,1,C007,1,44
LEAD01222,2023-05-27,walk_in,BBA,Bangalore,1,0,1,0,0,0,48.6,22,inquiry,19,6,5,4,C008,0,
LEAD01223,2023-09-05,referral,MBA,Chennai,0,0,0,0,0,4,68.6,25,inquiry,4,4,4,0,C007,1,71
LEAD01224,2024-02-21,facebook,B.Com,Chennai,3,6,0,0,1,21,30.1,14,inquiry,18,4,2,6,C007,0,
LEAD01225,2023-09-25,google_ads,B.Tech CS,Mumbai,1,1,0,0,0,0,30.5,7,engagement,20,15,1,3,C002,0,
LEAD01226,2025-06-27,facebook,BBA,Delhi,0,0,3,1,0,25,,16,inquiry,4,2,7,5,C003,0,
LEAD01227,2024-04-23,facebook,BBA,Hyderabad,1,0,2,0,0,22,2.7,0,inquiry,14,8,5,6,C004,0,
LEAD01228,2024-07-26,referral,M.Tech,Pune,3,6,2,0,1,7,54.2,14,application,17,15,5,6,C002,0,
LEAD01229,2025-03-17,referral,B.Tech CS,Chennai,6,1,4,0,0,35,,23,inquiry,4,4,9,6,C001,1,57
LEAD01230,2024-10-07,referral,B.Tech CS,Bangalore,9,9,3,1,1,89,28.6,25,admission,5,13,1,3,C007,1,66
LEAD01231,2025-09-19,referral,B.Tech CS,Bangalore,5,7,2,1,0,48,12.3,23,enrollment,0,6,8,2,C002,1,71
LEAD01232,2025-01-15,google_ads,MBA,Delhi,0,0,0,0,0,30,49.5,6,engagement,4,15,4,7,C010,0,
LEAD01233,2025-09-05,facebook,B.Tech CS,Pune,9,14,4,0,1,42,43.7,2,payment,5,14,4,2,C001,1,49
LEAD01234,2024-11-10,referral,BBA,Hyderabad,3,5,3,0,1,30,,25,application,11,13,9,1,C001,1,28
LEAD01235,2023-01-22,google_ads,B.Tech CS,Bangalore,3,3,1,1,0,59,7.3,21,application,7,3,2,5,C001,1,43
LEAD01236,2024-04-16,referral,B.Com,Mumbai,9,7,3,0,0,85,,9,admission,13,2,3,5,C006,1,65
LEAD01237,2025-01-07,referral,B.Tech CS,Bangalore,4,6,4,1,1,69,42.7,27,inquiry,8,6,4,5,C006,1,50
LEAD01238,2025-06-23,website,MBA,Pune,6,11,1,1,1,70,71.8,26,admission,9,9,6,6,C010,1,11
LEAD01239,2024-04-10,facebook,BBA,Mumbai,1,4,1,0,0,35,54.3,22,engagement,2,4,0,0,C005,0,
LEAD01240,2025-12-18,google_ads,B.Tech CS,Chennai,0,4,1,0,0,39,,26,inquiry,12,10,10,1,C005,0,
LEAD01241,2025-08-19,google_ads,B.Tech CS,Mumbai,0,4,1,0,0,0,49.8,24,engagement,13,12,6,4,C003,0,
LEAD01242,2025-08-09,website,B.Tech CS,Bangalore,1,0,0,0,0,0,,11,inquiry,1,10,0,2,C009,0,
LEAD01243,2024-05-01,google_ads,BBA,Pune,4,9,4,0,1,48,56.3,12,application,15,3,3,5,C005,0,
LEAD01244,2024-08-05,google_ads,B.Com,Mumbai,6,2,1,1,1,43,41.5,6,verification,1,13,1,6,C006,1,50
LEAD01245,2023-07-06,referral,BBA,Pune,6,11,2,1,0,64,,25,application,7,2,8,6,C001,1,79
LEAD01246,2025-06-27,walk_in,B.Tech CS,Hyderabad,5,6,0,0,0,9,42.6,0,verification,16,9,4,4,C010,1,83
LEAD01247,2023-05-20,referral,MBA,Chennai,4,7,2,1,1,36,62.7,5,application,18,6,7,2,C009,0,
LEAD01248,2023-04-28,google_ads,B.Tech CS,Delhi,5,5,3,0,1,52,5.4,9,application,4,9,7,3,C008,0,
LEAD01249,2025-11-16,referral,M.Tech,Pune,3,11,0,0,0,26,69.9,1,payment,1,0,1,2,C008,1,75
LEAD01250,2024-12-12,website,B.Tech CS,Hyderabad,4,10,3,0,0,24,,1,inquiry,6,15,4,4,C010,0,
LEAD01251,2024-01-26,facebook,MBA,Mumbai,5,8,1,0,0,27,47.0,16,engagement,10,1,1,5,C005,0,
LEAD01252,2024-03-27,facebook,B.Tech CS,Hyderabad,3,0,1,1,0,13,26.4,8,inquiry,13,2,10,7,C010,0,
LEAD01253,2023-01-22,walk_in,MBA,Bangalore,0,2,1,1,0,25,53.3,2,admission,2,8,6,0,C007,1,44
LEAD01254,2023-11-19,walk_in,MBA,Delhi,4,6,0,0,1,19,41.6,16,application,19,13,1,4,C003,0,
LEAD01255,2025-12-08,google_ads,B.Tech CS,Bangalore,5,0,4,0,0,0,7.7,3,enrollment,13,8,1,0,C009,1,73
LEAD01256,2023-05-11,referral,BBA,Bangalore,1,1,1,0,0,0,40.3,30,application,8,6,8,7,C006,0,
LEAD01257,2024-09-17,walk_in,B.Tech CS,Chennai,5,5,1,1,1,36,64.9,8,inquiry,20,2,8,4,C007,0,
LEAD01258,2024-10-07,walk_in,M.Tech,Chennai,3,9,3,1,1,56,6.8,3,application,10,2,1,4,C006,1,78
LEAD01259,2025-11-20,website,B.Tech CS,Bangalore,6,8,3,1,1,71,37.3,26,application,11,15,1,2,C003,0,
LEAD01260,2025-06-12,referral,B.Tech CS,Delhi,2,2,3,1,0,15,,6,application,13,0,8,6,C004,1,41
LEAD01261,2024-06-15,facebook,MBA,Bangalore,6,4,2,0,0,15,,21,verification,6,12,9,1,C010,1,31
LEAD01262,2023-07-23,referral,B.Tech CS,Pune,7,8,2,0,1,17,56.2,15,payment,9,4,7,0,C006,1,26
LEAD01263,2024-07-09,referral,MBA,Delhi,5,4,1,1,0,61,68.4,3,inquiry,15,0,3,7,C008,0,
LEAD01264,2024-07-13,walk_in,BBA,Hyderabad,0,6,2,0,0,49,12.1,21,verification,17,9,8,5,C007,0,
LEAD01265,2023-08-28,referral,B.Tech CS,Pune,7,13,1,1,0,83,,24,inquiry,17,10,7,4,C003,0,
LEAD01266,2023-12-03,referral,B.Com,Chennai,0,1,3,1,1,54,39.1,1,application,5,1,9,4,C009,0,
LEAD01267,2025-12-01,facebook,BBA,Pune,1,4,0,0,1,0,,9,verification,16,15,9,4,C003,1,8
LEAD01268,2025-07-21,referral,M.Tech,Pune,6,13,4,1,1,71,,23,verification,12,15,5,5,C007,0,
LEAD01269,2023-09-17,website,B.Com,Pune,3,0,1,0,0,26,2.3,7,engagement,10,5,7,4,C008,0,
LEAD01270,2024-04-10,google_ads,MBA,Hyderabad,4,6,0,0,1,72,66.6,5,inquiry,4,1,5,2,C004,1,24
LEAD01271,2023-06-14,referral,MBA,Pune,4,5,2,0,0,16,36.9,11,inquiry,2,9,7,2,C006,0,
LEAD01272,2024-01-03,google_ads,MBA,Delhi,2,2,2,1,0,52,3.4,25,inquiry,18,6,1,5,C008,0,
LEAD01273,2024-09-10,facebook,B.Tech CS,Hyderabad,1,9,1,1,0,43,62.2,24,verification,14,3,6,3,C002,1,47
LEAD01274,2023-12-23,facebook,B.Com,Pune,0,9,3,1,0,28,66.7,19,inquiry,0,7,2,1,C002,0,
LEAD01275,2023-03-26,website,BBA,Bangalore,1,4,0,0,1,8,59.6,23,verification,3,6,2,6,C006,0,
LEAD01276,2024-07-13,website,B.Tech CS,Mumbai,0,3,0,0,0,10,25.9,29,verification,6,5,2,2,C006,1,73
LEAD01277,2024-03-06,website,MBA,Bangalore,7,2,1,0,0,0,43.8,12,engagement,11,13,8,1,C008,0,
LEAD01278,2024-06-01,walk_in,B.Tech CS,Mumbai,5,4,0,0,1,2,,16,payment,0,1,0,3,C003,1,9
LEAD01279,2025-10-19,facebook,MBA,Delhi,5,3,3,0,1,42,46.9,16,inquiry,16,9,1,0,C006,0,
LEAD01280,2025-07-12,google_ads,BBA,Bangalore,4,6,0,0,0,56,,26,application,12,10,5,4,C002,1,84
LEAD01281,2023-04-12,facebook,B.Tech CS,Pune,4,4,1,0,0,7,22.1,19,inquiry,3,5,8,0,C009,0,
LEAD01282,2024-09-11,website,BBA,Delhi,3,1,0,0,0,0,54.1,17,application,9,0,8,3,C007,0,
LEAD01283,2024-06-12,google_ads,BBA,Bangalore,4,13,3,0,1,34,61.8,17,engagement,15,5,7,1,C002,0,
LEAD01284,2024-07-24,google_ads,MBA,Chennai,4,5,2,0,0,24,65.3,24,engagement,18,0,4,0,C007,0,
LEAD01285,2025-11-14,walk_in,B.Tech CS,Bangalore,2,2,0,0,0,35,26.9,10,inquiry,6,12,7,3,C002,0,
LEAD01286,2023-10-19,facebook,BBA,Delhi,5,8,2,0,0,28,38.5,16,engagement,15,8,1,5,C002,0,
LEAD01287,2025-07-12,facebook,B.Com,Delhi,3,0,2,0,0,14,,1,payment,9,6,4,7,C001,1,57
LEAD01288,2024-10-18,facebook,BBA,Chennai,0,6,3,0,0,27,,20,application,7,4,9,3,C001,0,
LEAD01289,2024-01-11,referral,MBA,Chennai,10,12,2,1,1,44,20.1,6,inquiry,6,15,3,1,C003,0,
LEAD01290,2025-08-02,referral,MBA,Mumbai,3,12,1,1,0,63,39.0,5,payment,4,6,3,7,C006,1,74
LEAD01291,2023-08-24,facebook,MBA,Mumbai,3,4,1,1,1,0,16.0,7,engagement,20,14,8,7,C003,0,
LEAD01292,2023-07-17,facebook,B.Tech CS,Mumbai,4,4,2,0,0,48,10.1,3,engagement,14,12,9,1,C004,0,
LEAD01293,2025-09-10,walk_in,B.Tech CS,Mumbai,4,6,3,1,0,48,45.6,7,application,8,9,2,6,C009,1,32
LEAD01294,2025-05-15,referral,M.Tech,Delhi,6,14,4,0,1,55,,27,application,7,3,10,5,C002,0,
LEAD01295,2025-05-01,facebook,M.Tech,Chennai,1,9,1,1,1,48,29.6,11,application,3,11,10,6,C009,0,
LEAD01296,2025-07-02,website,MBA,Chennai,6,11,2,1,0,64,47.5,1,admission,5,14,5,7,C009,1,57
LEAD01297,2023-11-11,facebook,BBA,Chennai,1,4,1,1,1,1,57.4,3,inquiry,19,7,1,1,C010,0,
LEAD01298,2025-08-23,facebook,BBA,Hyderabad,4,0,0,0,0,0,,4,admission,7,4,10,4,C005,1,83
LEAD01299,2023-06-27,referral,B.Tech CS,Pune,4,4,2,1,1,40,63.2,5,engagement,20,5,7,5,C006,0,
LEAD01300,2023-06-14,website,B.Tech CS,Delhi,0,2,2,0,0,14,,24,inquiry,6,12,3,3,C006,0,
LEAD01301,2023-10-08,website,MBA,Pune,9,8,2,1,0,85,,26,payment,14,6,9,5,C005,1,90
LEAD01302,2025-12-27,walk_in,MBA,Pune,2,1,2,0,0,26,56.0,10,inquiry,20,4,9,6,C003,0,
LEAD01303,2024-09-15,website,B.Com,Chennai,6,1,3,1,1,22,,10,engagement,10,6,5,1,C003,0,
LEAD01304,2023-06-02,facebook,B.Tech CS,Hyderabad,7,9,3,0,1,25,65.2,27,inquiry,16,9,10,1,C006,1,9
LEAD01305,2024-12-07,referral,BBA,Mumbai,2,6,4,0,1,66,,14,inquiry,3,14,9,1,C002,1,66
LEAD01306,2025-02-09,walk_in,B.Tech CS,Chennai,4,4,2,1,0,21,33.6,30,application,11,15,10,3,C010,0,
LEAD01307,2023-12-28,google_ads,BBA,Mumbai,8,12,5,1,1,92,61.6,20,application,4,4,9,4,C010,1,74
LEAD01308,2023-02-23,google_ads,M.Tech,Delhi,2,4,0,0,0,17,21.0,10,application,6,4,3,6,C009,0,
LEAD01309,2025-05-19,facebook,B.Tech CS,Hyderabad,9,4,2,0,1,20,17.7,13,admission,6,7,6,5,C004,1,17
LEAD01310,2024-10-21,walk_in,MBA,Bangalore,0,1,1,0,1,61,11.8,20,inquiry,16,2,7,1,C002,0,
LEAD01311,2023-02-28,facebook,MBA,Delhi,5,4,2,0,1,32,,24,application,2,7,8,7,C007,1,26
LEAD01312,2025-12-01,website,MBA,Bangalore,3,5,0,0,1,19,26.1,2,inquiry,7,3,2,7,C005,0,
LEAD01313,2024-08-16,google_ads,B.Com,Pune,5,10,4,1,1,50,10.2,27,inquiry,17,14,3,3,C009,0,
LEAD01314,2024-09-24,facebook,B.Tech CS,Mumbai,1,0,0,0,0,5,29.6,13,inquiry,9,4,8,1,C002,0,
LEAD01315,2025-07-23,google_ads,B.Tech CS,Delhi,2,7,0,0,0,28,,22,inquiry,7,0,1,1,C006,0,
LEAD01316,2024-10-25,website,B.Com,Pune,2,2,2,1,0,53,,4,enrollment,9,0,9,2,C005,1,85
LEAD01317,2023-09-24,referral,M.Tech,Delhi,10,6,0,0,0,29,42.8,29,enrollment,6,5,7,2,C009,1,56
LEAD01318,2024-07-05,walk_in,MBA,Delhi,4,14,1,1,0,99,10.1,30,application,11,9,9,6,C004,1,38
LEAD01319,2025-03-17,walk_in,MBA,Hyderabad,7,7,1,1,1,71,,28,admission,11,0,5,6,C010,1,27
LEAD01320,2025-06-18,referral,MBA,Hyderabad,5,16,2,1,0,82,,7,application,6,15,0,6,C002,0,
LEAD01321,2024-03-24,google_ads,MBA,Pune,1,3,4,1,1,9,21.3,25,application,0,6,3,7,C006,0,
LEAD01322,2024-09-19,google_ads,B.Com,Chennai,0,9,2,0,1,42,29.8,10,verification,7,9,1,6,C002,1,77
LEAD01323,2023-06-20,facebook,MBA,Delhi,1,5,3,0,0,0,,11,application,13,11,6,4,C005,1,73
LEAD01324,2025-10-07,walk_in,BBA,Chennai,5,1,1,0,1,20,2.3,30,inquiry,6,1,0,7,C005,0,
LEAD01325,2025-01-27,website,MBA,Mumbai,0,0,2,0,0,17,34.9,30,inquiry,10,3,0,6,C009,0,
LEAD01326,2023-10-21,facebook,B.Tech CS,Bangalore,5,7,0,0,1,21,,7,verification,1,2,8,2,C010,1,12
LEAD01327,2023-07-22,facebook,B.Tech CS,Chennai,8,6,3,1,0,34,67.9,8,inquiry,17,13,9,0,C006,0,
LEAD01328,2024-06-15,referral,B.Tech CS,Mumbai,0,7,2,1,1,0,,3,verification,4,8,9,6,C005,1,55
LEAD01329,2024-09-24,referral,B.Com,Bangalore,3,11,0,0,1,43,58.0,30,verification,14,0,3,4,C003,1,51
LEAD01330,2024-05-20,walk_in,MBA,Pune,3,6,0,0,0,0,,24,engagement,11,3,4,1,C009,0,
LEAD01331,2024-04-07,walk_in,B.Com,Delhi,1,7,1,1,0,20,67.3,15,inquiry,16,9,1,3,C005,0,
LEAD01332,2024-09-17,website,B.Com,Chennai,3,6,4,1,1,5,,5,inquiry,15,14,10,5,C007,0,
LEAD01333,2023-07-14,facebook,B.Tech CS,Pune,6,8,4,1,1,18,28.3,16,admission,3,6,3,2,C008,1,71
LEAD01334,2024-12-27,referral,BBA,Mumbai,6,3,1,1,1,21,,29,admission,1,1,3,1,C005,1,38
LEAD01335,2024-04-11,walk_in,B.Tech CS,Mumbai,5,11,3,1,1,39,,2,payment,9,8,9,0,C006,1,54
LEAD01336,2025-03-03,website,B.Com,Chennai,0,0,1,1,0,13,,23,inquiry,9,7,5,6,C010,0,
LEAD01337,2025-04-01,facebook,B.Tech CS,Chennai,4,3,0,0,1,28,42.1,16,verification,7,14,3,3,C004,1,53
LEAD01338,2025-11-20,website,MBA,Chennai,6,8,1,0,1,63,22.4,23,application,11,12,0,1,C010,0,
LEAD01339,2023-04-21,referral,MBA,Bangalore,0,3,4,0,0,0,7.5,19,inquiry,16,7,5,1,C006,0,
LEAD01340,2024-03-09,facebook,B.Tech CS,Bangalore,5,8,3,0,0,28,44.6,16,inquiry,16,5,0,5,C005,0,
LEAD01341,2024-05-22,website,MBA,Hyderabad,1,1,0,0,0,7,32.7,26,engagement,10,13,1,3,C002,0,
LEAD01342,2023-09-13,google_ads,MBA,Delhi,6,7,2,0,1,72,,21,inquiry,15,12,7,6,C010,0,
LEAD01343,2024-03-20,referral,B.Tech CS,Mumbai,0,0,0,0,0,40,2.9,6,inquiry,17,3,4,0,C005,0,
LEAD01344,2023-03-27,referral,B.Tech CS,Mumbai,2,0,0,0,0,27,40.6,20,inquiry,5,3,5,7,C009,1,29
LEAD01345,2025-04-28,google_ads,B.Tech CS,Delhi,1,5,0,0,0,16,47.6,5,inquiry,18,2,6,5,C001,0,
LEAD01346,2024-04-20,google_ads,B.Tech CS,Chennai,8,5,2,1,0,61,,14,inquiry,19,3,3,5,C001,0,
LEAD01347,2024-04-03,google_ads,BBA,Pune,4,13,4,0,1,20,5.3,8,payment,0,10,0,0,C005,1,30
LEAD01348,2023-04-06,facebook,MBA,Pune,3,2,0,0,0,26,65.4,24,inquiry,4,2,1,0,C008,0,
LEAD01349,2025-04-28,google_ads,BBA,Delhi,1,3,2,0,1,45,43.9,17,application,7,0,8,3,C007,1,20
LEAD01350,2023-09-13,facebook,MBA,Pune,4,6,2,1,0,61,50.4,19,engagement,12,10,1,6,C009,0,
LEAD01351,2024-04-05,referral,B.Tech CS,Pune,2,6,3,1,1,33,19.2,14,application,11,2,2,2,C006,1,23
LEAD01352,2025-06-06,facebook,B.Com,Delhi,3,5,3,0,1,20,26.6,7,engagement,8,13,9,7,C003,0,
LEAD01353,2025-06-06,google_ads,B.Tech CS,Hyderabad,3,0,0,0,0,17,33.1,2,inquiry,6,1,6,0,C009,0,
LEAD01354,2023-08-19,google_ads,BBA,Bangalore,2,6,1,0,0,47,,25,verification,15,12,7,4,C010,0,
LEAD01355,2024-10-04,google_ads,BBA,Bangalore,2,6,0,0,0,29,,16,verification,0,13,8,0,C006,0,
LEAD01356,2025-04-15,google_ads,B.Tech CS,Delhi,6,3,3,0,1,17,16.5,5,engagement,6,11,5,7,C001,0,
LEAD01357,2024-05-11,facebook,B.Tech CS,Bangalore,2,2,1,1,1,20,55.2,29,inquiry,10,9,0,0,C009,0,
LEAD01358,2025-06-03,referral,B.Tech CS,Bangalore,2,0,0,0,0,44,,26,inquiry,0,15,4,0,C008,0,
LEAD01359,2025-04-07,facebook,MBA,Hyderabad,3,6,6,0,0,17,13.0,21,inquiry,16,1,5,2,C005,0,
LEAD01360,2024-01-16,referral,B.Tech CS,Bangalore,12,6,1,1,1,14,2.9,3,payment,18,9,10,1,C010,1,64
LEAD01361,2023-08-10,google_ads,B.Tech CS,Mumbai,0,2,1,1,1,54,21.8,8,inquiry,4,1,3,7,C001,0,
LEAD01362,2024-02-21,facebook,B.Tech CS,Chennai,3,2,0,0,0,26,18.9,6,inquiry,8,13,0,3,C006,0,
LEAD01363,2024-05-16,referral,MBA,Pune,3,3,3,0,1,34,18.8,27,inquiry,11,15,3,7,C006,0,
LEAD01364,2024-05-02,google_ads,B.Tech CS,Chennai,4,5,1,1,1,0,45.6,15,application,16,6,5,1,C009,0,
LEAD01365,2025-04-20,google_ads,M.Tech,Chennai,0,5,2,0,1,44,,0,admission,8,7,9,3,C008,1,60
LEAD01366,2023-09-18,facebook,B.Tech CS,Bangalore,3,6,4,1,0,29,24.3,23,inquiry,16,12,9,6,C001,0,
LEAD01367,2025-12-14,walk_in,B.Tech CS,Hyderabad,2,5,0,0,1,15,,7,verification,0,8,0,7,C002,1,45
LEAD01368,2023-01-26,walk_in,B.Com,Delhi,2,0,0,0,0,0,35.3,24,engagement,19,4,7,7,C008,0,
LEAD01369,2025-12-21,google_ads,B.Tech CS,Chennai,6,7,1,1,1,48,,19,inquiry,15,8,2,3,C008,0,
LEAD01370,2024-04-09,facebook,BBA,Hyderabad,6,0,1,0,0,43,,20,admission,7,12,6,1,C005,1,20
LEAD01371,2025-03-19,google_ads,M.Tech,Chennai,6,8,1,1,1,0,61.1,29,enrollment,8,13,3,6,C007,1,14
LEAD01372,2025-03-27,walk_in,BBA,Pune,0,5,0,0,1,0,70.3,19,inquiry,2,1,3,2,C004,0,
LEAD01373,2024-08-16,google_ads,M.Tech,Delhi,5,5,1,1,0,53,40.7,26,engagement,13,2,5,3,C008,0,
LEAD01374,2024-01-03,walk_in,MBA,Mumbai,1,6,4,0,1,30,4.4,23,engagement,12,13,2,2,C007,0,
LEAD01375,2023-01-18,google_ads,B.Tech CS,Chennai,3,0,3,0,0,14,50.8,22,inquiry,19,1,1,6,C005,0,
LEAD01376,2023-11-03,referral,MBA,Hyderabad,0,1,0,0,0,26,,12,verification,1,9,2,5,C002,0,
LEAD01377,2023-12-09,referral,BBA,Pune,7,11,5,0,0,60,,4,engagement,6,3,3,0,C005,1,29
LEAD01378,2025-08-12,referral,MBA,Chennai,1,0,0,0,0,46,25.2,14,inquiry,7,6,3,1,C009,0,
LEAD01379,2025-02-12,walk_in,B.Tech CS,Chennai,4,6,0,0,1,0,10.5,19,payment,12,9,5,4,C003,1,34
LEAD01380,2025-06-07,referral,B.Tech CS,Mumbai,3,4,0,0,1,0,64.7,9,engagement,11,13,10,4,C009,0,
LEAD01381,2024-07-14,facebook,MBA,Pune,0,2,2,1,1,32,12.3,15,payment,11,0,10,4,C007,1,59
LEAD01382,2023-09-21,website,B.Tech CS,Mumbai,2,5,2,0,0,19,5.8,28,inquiry,8,7,4,0,C002,0,
LEAD01383,2024-10-03,facebook,B.Tech CS,Hyderabad,3,4,2,0,1,19,51.6,15,payment,13,0,7,5,C008,1,49
LEAD01384,2024-05-11,google_ads,B.Tech CS,Hyderabad,7,6,5,1,1,16,20.2,17,application,10,6,4,0,C005,1,34
LEAD01385,2023-11-17,referral,B.Tech CS,Pune,4,0,0,0,0,32,27.3,19,payment,8,8,0,0,C003,1,14
LEAD01386,2023-03-10,walk_in,BBA,Mumbai,3,6,3,0,0,64,61.7,30,inquiry,17,0,2,3,C001,0,
LEAD01387,2023-01-26,walk_in,MBA,Chennai,6,1,0,0,1,45,4.5,6,inquiry,11,13,0,7,C008,0,
LEAD01388,2025-11-01,walk_in,BBA,Chennai,6,5,2,0,0,38,3.8,30,engagement,3,11,5,0,C006,1,85
LEAD01389,2024-10-10,website,M.Tech,Pune,2,5,3,1,1,42,66.6,4,inquiry,5,7,10,4,C004,0,
LEAD01390,2025-09-12,google_ads,MBA,Delhi,3,1,0,0,1,38,9.2,16,inquiry,3,8,0,2,C002,0,
LEAD01391,2024-11-25,google_ads,MBA,Bangalore,4,9,2,1,1,68,40.0,26,engagement,1,15,0,5,C007,1,22
LEAD01392,2024-03-22,referral,BBA,Pune,0,0,2,0,0,0,60.9,30,inquiry,11,1,6,5,C004,0,
LEAD01393,2025-09-04,facebook,B.Tech CS,Mumbai,2,4,1,1,0,57,30.9,21,verification,19,8,1,1,C008,0,
LEAD01394,2023-09-15,walk_in,MBA,Bangalore,9,9,3,1,1,30,18.5,7,engagement,4,0,6,6,C002,0,
