total_calls,total_whatsapp_messages,total_emails,email_opened,whatsapp_replied,form_completion_percentage,response_time_hours,days_since_last_interaction,days_in_inquiry_stage,days_in_engagement_stage,days_in_application_stage,days_in_verification_stage,counselor_id,converted,days_to_convert,lead_month,lead_quarter,lead_year,lead_dayofweek,source_facebook,source_google_ads,source_referral,source_walk_in,source_website,course_interest_B.Com,course_interest_B.Tech CS,course_interest_BBA,course_interest_M.Tech,course_interest_MBA,city_Bangalore,city_Chennai,city_Delhi,city_Hyderabad,city_Mumbai,city_Pune,current_stage_admission,current_stage_application,current_stage_engagement,current_stage_enrollment,current_stage_inquiry,current_stage_payment,current_stage_verification,total_touchpoints,engagement_ratio,total_pipeline_days,is_fast_responder,is_dormant,form_tier
7,7,2,0,1,53,11.1,29,9,14,8,6,1,1,45.0,9,3,2025,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,0.058823529411764705,37,1,0,1
1,2,1,0,1,0,36.4,21,16,4,9,2,5,0,0.0,3,1,2025,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0.2,31,0,0,0
0,0,0,0,0,3,16.5,3,5,5,8,4,1,0,0.0,1,1,2023,6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,22,1,0,0
1,0,1,0,0,0,36.4,28,7,5,9,5,2,0,0.0,4,2,2023,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0.0,26,0,0,0
0,0,1,0,0,27,43.7,21,3,0,0,5,8,0,0.0,8,3,2023,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.0,8,0,0,0
0,1,4,0,0,0,41.9,6,13,13,7,6,6,0,0.0,11,4,2025,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0.0,39,0,0,0
3,0,2,0,0,10,44.4,23,9,1,5,2,9,0,0.0,12,4,2025,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0.0,17,0,0,0
1,0,0,0,0,36,55.1,10,16,7,9,0,4,0,0.0,11,4,2025,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,32,0,0,1
5,11,2,1,0,27,32.1,15,14,2,7,6,7,0,0.0,9,3,2023,4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,18,0.05263157894736842,29,0,0,0
0,2,3,0,1,60,34.0,6,19,2,10,3,9,0,0.0,10,4,2025,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0.16666666666666666,34,0,0,1
6,5,3,0,0,50,36.4,8,1,11,6,5,3,0,0.0,7,3,2025,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,14,0.0,23,0,0,1
0,1,0,0,0,16,3.6,21,1,9,8,5,10,1,19.0,8,3,2024,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,23,1,0,0
0,0,3,1,0,45,48.7,7,14,11,1,4,4,0,0.0,7,3,2025,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0.25,30,0,0,1
7,5,2,0,1,75,64.0,28,16,14,8,5,5,1,68.0,10,4,2024,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14,0.06666666666666667,43,0,0,2
3,16,3,1,1,38,4.9,21,18,4,9,6,6,0,0.0,11,4,2025,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,22,0.08695652173913043,37,1,0,1
0,2,0,0,0,5,36.4,26,5,6,10,0,6,0,0.0,8,3,2025,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,21,0,0,0
1,4,1,0,0,51,25.4,3,15,1,7,1,8,0,0.0,8,3,2024,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,0.0,24,0,0,1
3,12,1,0,1,11,7.7,22,15,10,6,6,3,1,58.0,11,4,2024,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,0.058823529411764705,37,1,0,0
5,8,1,0,1,27,39.9,7,3,1,6,7,5,0,0.0,8,3,2023,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,0.06666666666666667,17,0,0,0
4,10,4,1,0,42,39.4,15,14,9,0,2,4,1,74.0,1,1,2025,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18,0.05263157894736842,25,0,0,1
0,8,0,0,1,13,16.8,25,19,5,5,4,5,0,0.0,8,3,2025,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0.1111111111111111,33,1,0,0
2,2,2,0,1,13,7.0,11,6,8,2,6,8,0,0.0,1,1,2023,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0.14285714285714285,22,1,0,0
5,8,0,0,0,26,36.4,27,8,1,8,5,6,0,0.0,11,4,2024,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0.0,22,0,0,0
4,2,3,1,0,18,37.5,30,12,9,3,5,9,1,57.0,2,1,2023,6,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,0.1,29,0,1,0
3,6,3,1,1,53,55.9,16,7,2,8,3,9,0,0.0,8,3,2024,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12,0.15384615384615385,20,0,0,1
4,3,0,0,1,36,19.7,24,1,6,7,6,1,1,56.0,9,3,2025,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0.125,20,1,0,1
2,5,1,1,0,19,53.6,25,6,7,5,1,6,1,55.0,8,3,2023,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0.1111111111111111,19,0,0,0
5,13,1,1,1,74,56.0,27,14,8,0,6,9,1,61.0,5,2,2023,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19,0.1,28,0,0,2
3,5,1,1,1,36,36.4,1,1,7,10,3,9,0,0.0,7,3,2025,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,0.2,21,0,0,1
1,3,1,1,1,3,43.5,23,10,1,6,3,9,1,56.0,11,4,2023,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0.3333333333333333,20,0,0,0
2,2,1,0,0,84,36.4,24,4,12,3,1,6,0,0.0,7,3,2024,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0.0,20,0,0,2
5,5,2,1,0,3,52.9,10,16,2,7,7,4,0,0.0,2,1,2025,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,0.07692307692307693,32,0,0,0
2,7,4,0,1,15,36.4,27,7,0,10,7,9,1,59.0,10,4,2024,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0.07142857142857142,24,0,0,0
8,9,2,0,1,45,36.4,6,20,15,1,5,10,0,0.0,6,2,2023,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,19,0.05,41,0,0,1
3,7,0,0,0,38,14.0,8,17,0,6,0,1,0,0.0,1,1,2023,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0.0,23,1,0,1
5,6,3,0,0,12,3.8,26,12,5,1,4,6,1,36.0,7,3,2023,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14,0.0,22,1,0,0
0,5,1,1,0,13,45.4,18,0,8,0,6,8,0,0.0,2,1,2025,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0.14285714285714285,14,0,0,0
1,0,0,0,0,49,36.4,19,8,13,3,6,7,0,0.0,2,1,2024,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,30,0,0,1
11,9,2,1,0,58,36.4,20,14,4,8,3,6,0,0.0,5,2,2025,6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22,0.043478260869565216,29,0,0,1
4,2,3,0,1,59,23.3,20,19,12,8,0,1,1,68.0,4,2,2023,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,0.1,39,1,0,1
0,1,2,1,1,28,49.8,26,16,6,3,3,8,0,0.0,3,1,2025,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,28,0,0,0
6,4,0,0,1,22,33.6,16,19,15,4,0,8,0,0.0,2,1,2023,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,0.09090909090909091,38,0,0,0
3,6,3,0,1,19,52.6,3,8,9,0,4,6,1,58.0,12,4,2025,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,12,0.07692307692307693,21,0,0,0
4,1,4,1,0,18,70.1,16,12,15,1,3,2,0,0.0,7,3,2025,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0.1,31,0,0,0
2,4,0,0,1,29,36.4,25,2,15,4,5,7,0,0.0,8,3,2024,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0.14285714285714285,26,0,0,0
0,0,0,0,0,21,36.4,5,18,14,10,7,5,0,0.0,11,4,2024,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,49,0,0,0
5,4,2,1,0,82,54.2,16,11,13,5,5,4,1,87.0,7,3,2023,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11,0.08333333333333333,34,0,0,2
0,6,0,0,1,5,36.4,22,3,7,3,3,4,1,35.0,7,3,2024,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,0.14285714285714285,16,0,0,0
0,1,2,1,0,13,36.4,19,0,6,3,4,1,0,0.0,6,2,2023,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0.25,13,0,0,0
4,7,1,0,1,0,36.4,17,7,6,2,0,2,0,0.0,3,1,2024,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,12,0.07692307692307693,15,0,0,0
4,4,1,0,0,8,36.4,21,1,4,3,6,8,0,0.0,10,4,2023,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9,0.0,14,0,0,0
5,4,1,1,1,48,36.4,16,12,2,0,3,5,1,9.0,5,2,2024,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,10,0.18181818181818182,17,0,0,1
0,0,0,0,0,0,63.3,11,14,12,1,7,2,1,61.0,4,2,2024,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,34,0,0,0
0,4,0,0,0,14,36.4,27,7,11,8,5,2,0,0.0,7,3,2023,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0.0,31,0,0,0
4,3,1,0,0,23,36.4,17,10,15,8,7,1,1,80.0,2,1,2024,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0.0,40,0,0,0
6,5,0,0,0,77,62.1,1,9,6,0,2,2,1,15.0,11,4,2024,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0.0,17,0,0,2
6,7,4,0,1,65,36.4,23,1,6,10,1,8,1,82.0,6,2,2024,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,17,0.05555555555555555,18,0,0,1
1,1,1,0,0,0,28.4,20,12,13,4,3,8,0,0.0,4,2,2024,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0.0,32,0,0,0
2,8,2,0,1,54,69.2,10,9,13,0,0,3,0,0.0,8,3,2023,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12,0.07692307692307693,22,0,0,1
0,5,1,0,0,53,50.6,25,0,15,2,3,6,0,0.0,3,1,2023,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0.0,20,0,0,1
0,2,1,0,1,0,49.2,30,2,15,9,5,2,0,0.0,1,1,2024,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0.25,31,0,1,0
5,7,4,0,0,48,36.4,3,17,11,0,4,7,0,0.0,10,4,2024,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0.0,32,0,0,1
5,10,4,0,1,30,66.0,19,14,4,0,6,3,0,0.0,4,2,2023,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,19,0.05,24,0,0,0
5,7,2,1,1,75,4.3,29,19,9,4,3,1,1,67.0,8,3,2025,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,14,0.13333333333333333,35,1,0,2
0,0,2,0,0,0,26.6,9,19,6,8,0,2,0,0.0,9,3,2024,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,33,0,0,0
0,3,0,0,0,14,66.3,0,17,8,1,2,1,0,0.0,2,1,2023,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0.0,28,0,0,0
3,8,0,0,1,51,25.7,14,4,7,0,5,1,1,42.0,2,1,2025,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,0.08333333333333333,16,0,0,1
3,13,7,0,1,55,51.0,10,11,4,8,2,2,1,40.0,5,2,2024,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23,0.041666666666666664,25,0,0,1
3,1,0,0,0,25,59.1,20,1,11,9,4,5,1,60.0,11,4,2023,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0.0,25,0,0,0
0,5,0,0,0,1,12.3,27,0,4,1,4,3,0,0.0,6,2,2025,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0.0,9,1,0,0
1,7,0,0,0,100,35.4,3,17,4,10,7,5,0,0.0,9,3,2025,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,8,0.0,38,0,0,2
4,10,4,1,0,29,45.5,21,2,7,10,2,7,1,53.0,7,3,2023,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18,0.05263157894736842,21,0,0,0
6,7,2,0,1,50,37.2,28,8,6,3,6,3,1,48.0,6,2,2023,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15,0.0625,23,0,0,1
2,2,0,0,0,0,63.3,23,8,0,9,6,6,0,0.0,2,1,2024,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0.0,23,0,0,0
6,8,2,1,1,58,27.5,16,8,5,2,6,8,1,37.0,1,1,2025,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16,0.11764705882352941,21,0,0,1
8,2,4,0,1,58,68.2,19,0,15,6,0,9,0,0.0,3,1,2023,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,0.06666666666666667,21,0,0,1
5,6,0,0,0,0,47.9,6,13,8,5,5,2,0,0.0,6,2,2024,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,11,0.0,31,0,0,0
8,6,0,0,0,17,36.4,18,7,6,2,3,6,1,86.0,7,3,2025,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,14,0.0,18,0,0,0
2,4,2,0,0,44,16.5,16,11,5,3,6,5,0,0.0,5,2,2025,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8,0.0,25,1,0,1
1,2,2,0,0,35,37.3,19,4,3,4,2,5,1,21.0,8,3,2024,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0.0,13,0,0,1
0,3,2,1,0,0,54.3,29,16,11,9,1,10,0,0.0,7,3,2025,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0.16666666666666666,37,0,0,0
1,8,1,0,1,90,15.6,23,19,10,7,6,4,0,0.0,4,2,2024,6,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,10,0.09090909090909091,42,1,0,2
5,4,2,1,1,50,20.1,13,15,9,8,3,1,0,0.0,10,4,2023,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11,0.16666666666666666,35,1,0,1
0,2,0,0,0,29,36.4,29,9,2,10,1,8,0,0.0,12,4,2025,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0.0,22,0,0,0
6,8,2,1,0,43,51.7,13,4,3,4,2,4,1,50.0,12,4,2023,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,16,0.058823529411764705,13,0,0,1
2,3,0,0,1,91,36.4,11,15,14,9,4,6,1,48.0,6,2,2025,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0.16666666666666666,42,0,0,2
0,7,2,1,0,50,36.4,17,18,6,6,0,1,0,0.0,6,2,2024,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0.1,30,0,0,1
3,6,3,0,1,43,32.5,25,7,2,8,3,8,1,10.0,2,1,2024,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12,0.07692307692307693,20,0,0,1
9,10,3,1,1,85,18.0,20,8,9,3,1,8,1,55.0,7,3,2023,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22,0.08695652173913043,21,1,0,2
1,0,0,0,0,34,4.9,23,9,15,2,1,4,0,0.0,6,2,2024,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0,27,1,0,1
7,9,4,0,0,22,36.4,19,14,8,6,6,5,1,68.0,3,1,2023,6,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0.0,34,0,0,0
1,0,0,0,0,41,28.3,17,6,15,0,5,2,0,0.0,5,2,2024,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,26,0,0,1
1,6,3,1,0,66,42.6,4,4,13,1,2,2,1,20.0,8,3,2025,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,0.09090909090909091,20,0,0,1
7,4,1,1,1,56,49.8,21,5,13,10,6,1,1,18.0,9,3,2025,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0.15384615384615385,34,0,0,1
3,0,0,0,0,42,69.2,16,11,14,7,7,4,0,0.0,6,2,2025,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0.0,39,0,0,1
4,7,0,0,0,47,2.4,26,12,11,6,6,6,0,0.0,7,3,2023,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,0.0,35,1,0,1
8,3,0,0,0,47,42.3,11,15,0,9,4,9,0,0.0,4,2,2023,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11,0.0,28,0,0,1
4,4,2,1,1,24,36.4,1,12,6,6,5,5,0,0.0,7,3,2023,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0.18181818181818182,29,0,0,0
6,9,0,0,1,18,10.5,19,6,13,5,3,5,1,55.0,8,3,2023,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15,0.0625,27,1,0,0
1,2,0,0,0,40,30.0,22,18,9,2,0,1,0,0.0,7,3,2023,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0.0,29,0,0,1
5,13,1,0,1,35,36.4,10,0,5,7,6,8,1,9.0,9,3,2025,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,0.05,18,0,0,1
8,14,3,1,1,53,60.0,8,2,10,7,3,10,0,0.0,10,4,2025,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,0.07692307692307693,22,0,0,1
5,5,1,1,1,27,36.4,27,7,14,8,2,6,0,0.0,4,2,2023,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,11,0.16666666666666666,31,0,0,0
0,4,1,0,0,54,7.1,2,2,0,4,5,5,0,0.0,12,4,2023,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0.0,11,1,0,1
1,8,3,0,0,10,41.3,9,6,12,5,1,4,0,0.0,8,3,2024,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12,0.0,24,0,0,0
2,4,0,0,1,44,36.4,25,10,2,7,7,7,1,38.0,9,3,2024,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0.14285714285714285,26,0,0,1
0,3,1,0,0,0,17.3,12,6,12,6,4,6,1,11.0,9,3,2025,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0.0,28,1,0,0
3,5,0,0,0,1,30.4,15,3,7,10,0,4,1,58.0,8,3,2023,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0.0,20,0,0,0
0,6,0,0,1,0,22.3,16,16,0,5,4,6,0,0.0,4,2,2023,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0.14285714285714285,25,1,0,0
6,2,4,1,1,30,36.4,1,15,11,8,1,9,1,55.0,11,4,2023,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,0.15384615384615385,35,0,0,0
0,3,0,0,0,5,56.2,18,13,2,2,6,3,0,0.0,9,3,2024,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0.0,23,0,0,0
3,2,0,0,0,17,36.4,10,11,2,2,4,3,0,0.0,6,2,2025,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0.0,19,0,0,0
1,5,0,0,1,21,59.9,26,11,14,8,3,9,1,79.0,6,2,2024,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0.14285714285714285,36,0,0,0
3,7,4,1,1,67,36.4,11,7,5,10,5,9,0,0.0,3,1,2024,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,0.13333333333333333,27,0,0,2
5,5,0,0,0,51,34.2,12,2,1,6,1,9,0,0.0,7,3,2023,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0.0,10,0,0,1
4,9,3,0,1,25,30.5,8,8,5,4,5,10,1,63.0,10,4,2024,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,16,0.058823529411764705,22,0,0,0
4,5,1,1,0,41,36.4,11,2,0,4,7,1,1,45.0,1,1,2023,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0.09090909090909091,13,0,0,1
4,4,1,0,1,62,65.0,21,14,5,9,5,2,0,0.0,6,2,2024,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,9,0.1,33,0,0,1
2,7,1,1,1,54,0.8,25,6,6,8,3,9,1,9.0,9,3,2023,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,0.18181818181818182,23,1,0,1
5,5,3,1,0,9,14.0,2,10,12,9,0,10,0,0.0,5,2,2023,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,13,0.07142857142857142,31,1,0,0
4,0,2,1,0,22,36.7,6,0,10,0,5,6,1,56.0,12,4,2025,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0.14285714285714285,15,0,0,0
0,2,1,1,1,55,63.1,22,6,9,2,5,9,1,67.0,5,2,2025,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0.5,22,0,0,1
4,8,0,0,1,32,71.3,13,11,2,6,5,2,0,0.0,8,3,2023,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12,0.07692307692307693,24,0,0,0
5,10,2,1,1,12,36.4,28,13,1,9,1,3,1,9.0,11,4,2025,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17,0.1111111111111111,24,0,0,0
0,0,1,1,0,22,43.0,21,9,15,4,6,10,0,0.0,1,1,2025,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.5,34,0,0,0
0,8,2,1,0,58,68.1,18,9,4,2,0,5,0,0.0,10,4,2025,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0.09090909090909091,15,0,0,1
1,4,2,0,0,20,36.4,24,3,10,6,6,4,0,0.0,9,3,2025,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0.0,25,0,0,0
3,1,3,1,0,27,18.5,9,19,0,8,6,8,0,0.0,6,2,2024,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0.125,33,1,0,0
5,2,0,0,0,15,40.6,22,5,3,0,1,8,0,0.0,7,3,2025,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,0.0,9,0,0,0
